focal_method,test_prefix,docstring
"    public boolean isValidInet6Address(String inet6Address) {
        String[] parts;
        // remove prefix size. This will appear after the zone id (if any)
        parts = inet6Address.split(""/"", -1);
        if (parts.length > 2) {
            return false; // can only have one prefix specifier
        }
        if (parts.length == 2) {
            if (parts[1].matches(""\\d{1,3}"")) { // Need to eliminate signs
                int bits = Integer.parseInt(parts[1]); // cannot fail because of RE check
                if (bits < 0 || bits > 128) {
                    return false; // out of range
                }
            } else {
                return false; // not a valid number
            }
        }
        // remove zone-id
        parts = parts[0].split(""%"", -1);
        if (parts.length > 2) {
            return false;
        } else if (parts.length == 2){
            // The id syntax is implemenatation independent, but it presumably cannot allow:
            // whitespace, '/' or '%'
            if (!parts[1].matches(""[^\\s/%]+"")) {
                return false; // invalid id
            }
        }
        inet6Address = parts[0];
        boolean containsCompressedZeroes = inet6Address.contains(""::"");
        if (containsCompressedZeroes && (inet6Address.indexOf(""::"") != inet6Address.lastIndexOf(""::""))) {
            return false;
        }
        if ((inet6Address.startsWith("":"") && !inet6Address.startsWith(""::""))
                || (inet6Address.endsWith("":"") && !inet6Address.endsWith(""::""))) {
            return false;
        }
        String[] octets = inet6Address.split("":"");
        if (containsCompressedZeroes) {
            List<String> octetList = new ArrayList<String>(Arrays.asList(octets));
            if (inet6Address.endsWith(""::"")) {
                // String.split() drops ending empty segments
                octetList.add("""");
            } else if (inet6Address.startsWith(""::"") && !octetList.isEmpty()) {
                octetList.remove(0);
            }
            octets = octetList.toArray(new String[octetList.size()]);
        }
        if (octets.length > IPV6_MAX_HEX_GROUPS) {
            return false;
        }
        int validOctets = 0;
        int emptyOctets = 0; // consecutive empty chunks
        for (int index = 0; index < octets.length; index++) {
            String octet = octets[index];
            if (octet.length() == 0) {
                emptyOctets++;
                if (emptyOctets > 1) {
                    return false;
                }
            } else {
                emptyOctets = 0;
                // Is last chunk an IPv4 address?
                if (index == octets.length - 1 && octet.contains(""."")) {
                    if (!isValidInet4Address(octet)) {
                        return false;
                    }
                    validOctets += 2;
                    continue;
                }
                if (octet.length() > IPV6_MAX_HEX_DIGITS_PER_GROUP) {
                    return false;
                }
                int octetInt = 0;
                try {
                    octetInt = Integer.parseInt(octet, BASE_16);
                } catch (NumberFormatException e) {
                    return false;
                }
                if (octetInt < 0 || octetInt > MAX_UNSIGNED_SHORT) {
                    return false;
                }
            }
            validOctets++;
        }
        if (validOctets > IPV6_MAX_HEX_GROUPS || (validOctets < IPV6_MAX_HEX_GROUPS && !containsCompressedZeroes)) {
            return false;
        }
        return true;
    }","  public void test11()  throws Throwable  {
      InetAddressValidator inetAddressValidator0 = new InetAddressValidator();
      boolean boolean0 = inetAddressValidator0.isValidInet6Address(""sy</}"");
      assertFalse(boolean0);
}","/**
     * Validates an IPv6 address. Returns true if valid.
     * @param inet6Address the IPv6 address to validate
     * @return true if the argument contains a valid IPv6 address
     * 
     * @since 1.4.1
     */"
"    public boolean isValidInet6Address(String inet6Address) {
        String[] parts;
        // remove prefix size. This will appear after the zone id (if any)
        parts = inet6Address.split(""/"", -1);
        if (parts.length > 2) {
            return false; // can only have one prefix specifier
        }
        if (parts.length == 2) {
            if (parts[1].matches(""\\d{1,3}"")) { // Need to eliminate signs
                int bits = Integer.parseInt(parts[1]); // cannot fail because of RE check
                if (bits < 0 || bits > 128) {
                    return false; // out of range
                }
            } else {
                return false; // not a valid number
            }
        }
        // remove zone-id
        parts = parts[0].split(""%"", -1);
        if (parts.length > 2) {
            return false;
        } else if (parts.length == 2){
            // The id syntax is implemenatation independent, but it presumably cannot allow:
            // whitespace, '/' or '%'
            if (!parts[1].matches(""[^\\s/%]+"")) {
                return false; // invalid id
            }
        }
        inet6Address = parts[0];
        boolean containsCompressedZeroes = inet6Address.contains(""::"");
        if (containsCompressedZeroes && (inet6Address.indexOf(""::"") != inet6Address.lastIndexOf(""::""))) {
            return false;
        }
        if ((inet6Address.startsWith("":"") && !inet6Address.startsWith(""::""))
                || (inet6Address.endsWith("":"") && !inet6Address.endsWith(""::""))) {
            return false;
        }
        String[] octets = inet6Address.split("":"");
        if (containsCompressedZeroes) {
            List<String> octetList = new ArrayList<String>(Arrays.asList(octets));
            if (inet6Address.endsWith(""::"")) {
                // String.split() drops ending empty segments
                octetList.add("""");
            } else if (inet6Address.startsWith(""::"") && !octetList.isEmpty()) {
                octetList.remove(0);
            }
            octets = octetList.toArray(new String[octetList.size()]);
        }
        if (octets.length > IPV6_MAX_HEX_GROUPS) {
            return false;
        }
        int validOctets = 0;
        int emptyOctets = 0; // consecutive empty chunks
        for (int index = 0; index < octets.length; index++) {
            String octet = octets[index];
            if (octet.length() == 0) {
                emptyOctets++;
                if (emptyOctets > 1) {
                    return false;
                }
            } else {
                emptyOctets = 0;
                // Is last chunk an IPv4 address?
                if (index == octets.length - 1 && octet.contains(""."")) {
                    if (!isValidInet4Address(octet)) {
                        return false;
                    }
                    validOctets += 2;
                    continue;
                }
                if (octet.length() > IPV6_MAX_HEX_DIGITS_PER_GROUP) {
                    return false;
                }
                int octetInt = 0;
                try {
                    octetInt = Integer.parseInt(octet, BASE_16);
                } catch (NumberFormatException e) {
                    return false;
                }
                if (octetInt < 0 || octetInt > MAX_UNSIGNED_SHORT) {
                    return false;
                }
            }
            validOctets++;
        }
        if (validOctets > IPV6_MAX_HEX_GROUPS || (validOctets < IPV6_MAX_HEX_GROUPS && !containsCompressedZeroes)) {
            return false;
        }
        return true;
    }","  public void test12()  throws Throwable  {
      InetAddressValidator inetAddressValidator0 = new InetAddressValidator();
      boolean boolean0 = inetAddressValidator0.isValidInet6Address(""Guc</`q3/!|+j?+X6v"");
      assertFalse(boolean0);
}","/**
     * Validates an IPv6 address. Returns true if valid.
     * @param inet6Address the IPv6 address to validate
     * @return true if the argument contains a valid IPv6 address
     * 
     * @since 1.4.1
     */"
"    public boolean isValidInet4Address(String inet4Address) {
        // verify that address conforms to generic IPv4 format
        String[] groups = ipv4Validator.match(inet4Address);

        if (groups == null) {
            return false;
        }

        // verify that address subgroups are legal
        for (String ipSegment : groups) {
            if (ipSegment == null || ipSegment.length() == 0) {
                return false;
            }

            int iIpSegment = 0;

            try {
                iIpSegment = Integer.parseInt(ipSegment);
            } catch(NumberFormatException e) {
                return false;
            }

            if (iIpSegment > IPV4_MAX_OCTET_VALUE) {
                return false;
            }

            if (ipSegment.length() > 1 && ipSegment.startsWith(""0"")) {
                return false;
            }

        }

        return true;
    }","  public void test13()  throws Throwable  {
      InetAddressValidator inetAddressValidator0 = new InetAddressValidator();
      boolean boolean0 = inetAddressValidator0.isValidInet4Address("""");
      assertFalse(boolean0);
}","/**
     * Validates an IPv4 address. Returns true if valid.
     * @param inet4Address the IPv4 address to validate
     * @return true if the argument contains a valid IPv4 address
     */"
"    public boolean isValidInet6Address(String inet6Address) {
        String[] parts;
        // remove prefix size. This will appear after the zone id (if any)
        parts = inet6Address.split(""/"", -1);
        if (parts.length > 2) {
            return false; // can only have one prefix specifier
        }
        if (parts.length == 2) {
            if (parts[1].matches(""\\d{1,3}"")) { // Need to eliminate signs
                int bits = Integer.parseInt(parts[1]); // cannot fail because of RE check
                if (bits < 0 || bits > 128) {
                    return false; // out of range
                }
            } else {
                return false; // not a valid number
            }
        }
        // remove zone-id
        parts = parts[0].split(""%"", -1);
        if (parts.length > 2) {
            return false;
        } else if (parts.length == 2){
            // The id syntax is implemenatation independent, but it presumably cannot allow:
            // whitespace, '/' or '%'
            if (!parts[1].matches(""[^\\s/%]+"")) {
                return false; // invalid id
            }
        }
        inet6Address = parts[0];
        boolean containsCompressedZeroes = inet6Address.contains(""::"");
        if (containsCompressedZeroes && (inet6Address.indexOf(""::"") != inet6Address.lastIndexOf(""::""))) {
            return false;
        }
        if ((inet6Address.startsWith("":"") && !inet6Address.startsWith(""::""))
                || (inet6Address.endsWith("":"") && !inet6Address.endsWith(""::""))) {
            return false;
        }
        String[] octets = inet6Address.split("":"");
        if (containsCompressedZeroes) {
            List<String> octetList = new ArrayList<String>(Arrays.asList(octets));
            if (inet6Address.endsWith(""::"")) {
                // String.split() drops ending empty segments
                octetList.add("""");
            } else if (inet6Address.startsWith(""::"") && !octetList.isEmpty()) {
                octetList.remove(0);
            }
            octets = octetList.toArray(new String[octetList.size()]);
        }
        if (octets.length > IPV6_MAX_HEX_GROUPS) {
            return false;
        }
        int validOctets = 0;
        int emptyOctets = 0; // consecutive empty chunks
        for (int index = 0; index < octets.length; index++) {
            String octet = octets[index];
            if (octet.length() == 0) {
                emptyOctets++;
                if (emptyOctets > 1) {
                    return false;
                }
            } else {
                emptyOctets = 0;
                // Is last chunk an IPv4 address?
                if (index == octets.length - 1 && octet.contains(""."")) {
                    if (!isValidInet4Address(octet)) {
                        return false;
                    }
                    validOctets += 2;
                    continue;
                }
                if (octet.length() > IPV6_MAX_HEX_DIGITS_PER_GROUP) {
                    return false;
                }
                int octetInt = 0;
                try {
                    octetInt = Integer.parseInt(octet, BASE_16);
                } catch (NumberFormatException e) {
                    return false;
                }
                if (octetInt < 0 || octetInt > MAX_UNSIGNED_SHORT) {
                    return false;
                }
            }
            validOctets++;
        }
        if (validOctets > IPV6_MAX_HEX_GROUPS || (validOctets < IPV6_MAX_HEX_GROUPS && !containsCompressedZeroes)) {
            return false;
        }
        return true;
    }","  public void test14()  throws Throwable  {
      InetAddressValidator inetAddressValidator0 = new InetAddressValidator();
      boolean boolean0 = inetAddressValidator0.isValidInet6Address("""");
      assertFalse(boolean0);
}","/**
     * Validates an IPv6 address. Returns true if valid.
     * @param inet6Address the IPv6 address to validate
     * @return true if the argument contains a valid IPv6 address
     * 
     * @since 1.4.1
     */"
"    public boolean isValidInet6Address(String inet6Address) {
        String[] parts;
        // remove prefix size. This will appear after the zone id (if any)
        parts = inet6Address.split(""/"", -1);
        if (parts.length > 2) {
            return false; // can only have one prefix specifier
        }
        if (parts.length == 2) {
            if (parts[1].matches(""\\d{1,3}"")) { // Need to eliminate signs
                int bits = Integer.parseInt(parts[1]); // cannot fail because of RE check
                if (bits < 0 || bits > 128) {
                    return false; // out of range
                }
            } else {
                return false; // not a valid number
            }
        }
        // remove zone-id
        parts = parts[0].split(""%"", -1);
        if (parts.length > 2) {
            return false;
        } else if (parts.length == 2){
            // The id syntax is implemenatation independent, but it presumably cannot allow:
            // whitespace, '/' or '%'
            if (!parts[1].matches(""[^\\s/%]+"")) {
                return false; // invalid id
            }
        }
        inet6Address = parts[0];
        boolean containsCompressedZeroes = inet6Address.contains(""::"");
        if (containsCompressedZeroes && (inet6Address.indexOf(""::"") != inet6Address.lastIndexOf(""::""))) {
            return false;
        }
        if ((inet6Address.startsWith("":"") && !inet6Address.startsWith(""::""))
                || (inet6Address.endsWith("":"") && !inet6Address.endsWith(""::""))) {
            return false;
        }
        String[] octets = inet6Address.split("":"");
        if (containsCompressedZeroes) {
            List<String> octetList = new ArrayList<String>(Arrays.asList(octets));
            if (inet6Address.endsWith(""::"")) {
                // String.split() drops ending empty segments
                octetList.add("""");
            } else if (inet6Address.startsWith(""::"") && !octetList.isEmpty()) {
                octetList.remove(0);
            }
            octets = octetList.toArray(new String[octetList.size()]);
        }
        if (octets.length > IPV6_MAX_HEX_GROUPS) {
            return false;
        }
        int validOctets = 0;
        int emptyOctets = 0; // consecutive empty chunks
        for (int index = 0; index < octets.length; index++) {
            String octet = octets[index];
            if (octet.length() == 0) {
                emptyOctets++;
                if (emptyOctets > 1) {
                    return false;
                }
            } else {
                emptyOctets = 0;
                // Is last chunk an IPv4 address?
                if (index == octets.length - 1 && octet.contains(""."")) {
                    if (!isValidInet4Address(octet)) {
                        return false;
                    }
                    validOctets += 2;
                    continue;
                }
                if (octet.length() > IPV6_MAX_HEX_DIGITS_PER_GROUP) {
                    return false;
                }
                int octetInt = 0;
                try {
                    octetInt = Integer.parseInt(octet, BASE_16);
                } catch (NumberFormatException e) {
                    return false;
                }
                if (octetInt < 0 || octetInt > MAX_UNSIGNED_SHORT) {
                    return false;
                }
            }
            validOctets++;
        }
        if (validOctets > IPV6_MAX_HEX_GROUPS || (validOctets < IPV6_MAX_HEX_GROUPS && !containsCompressedZeroes)) {
            return false;
        }
        return true;
    }","  public void test15()  throws Throwable  {
      InetAddressValidator inetAddressValidator0 = InetAddressValidator.getInstance();
      boolean boolean0 = inetAddressValidator0.isValidInet6Address(""::"");
      assertTrue(boolean0);
}","/**
     * Validates an IPv6 address. Returns true if valid.
     * @param inet6Address the IPv6 address to validate
     * @return true if the argument contains a valid IPv6 address
     * 
     * @since 1.4.1
     */"
"    public boolean isValidInet6Address(String inet6Address) {
        String[] parts;
        // remove prefix size. This will appear after the zone id (if any)
        parts = inet6Address.split(""/"", -1);
        if (parts.length > 2) {
            return false; // can only have one prefix specifier
        }
        if (parts.length == 2) {
            if (parts[1].matches(""\\d{1,3}"")) { // Need to eliminate signs
                int bits = Integer.parseInt(parts[1]); // cannot fail because of RE check
                if (bits < 0 || bits > 128) {
                    return false; // out of range
                }
            } else {
                return false; // not a valid number
            }
        }
        // remove zone-id
        parts = parts[0].split(""%"", -1);
        if (parts.length > 2) {
            return false;
        } else if (parts.length == 2){
            // The id syntax is implemenatation independent, but it presumably cannot allow:
            // whitespace, '/' or '%'
            if (!parts[1].matches(""[^\\s/%]+"")) {
                return false; // invalid id
            }
        }
        inet6Address = parts[0];
        boolean containsCompressedZeroes = inet6Address.contains(""::"");
        if (containsCompressedZeroes && (inet6Address.indexOf(""::"") != inet6Address.lastIndexOf(""::""))) {
            return false;
        }
        if ((inet6Address.startsWith("":"") && !inet6Address.startsWith(""::""))
                || (inet6Address.endsWith("":"") && !inet6Address.endsWith(""::""))) {
            return false;
        }
        String[] octets = inet6Address.split("":"");
        if (containsCompressedZeroes) {
            List<String> octetList = new ArrayList<String>(Arrays.asList(octets));
            if (inet6Address.endsWith(""::"")) {
                // String.split() drops ending empty segments
                octetList.add("""");
            } else if (inet6Address.startsWith(""::"") && !octetList.isEmpty()) {
                octetList.remove(0);
            }
            octets = octetList.toArray(new String[octetList.size()]);
        }
        if (octets.length > IPV6_MAX_HEX_GROUPS) {
            return false;
        }
        int validOctets = 0;
        int emptyOctets = 0; // consecutive empty chunks
        for (int index = 0; index < octets.length; index++) {
            String octet = octets[index];
            if (octet.length() == 0) {
                emptyOctets++;
                if (emptyOctets > 1) {
                    return false;
                }
            } else {
                emptyOctets = 0;
                // Is last chunk an IPv4 address?
                if (index == octets.length - 1 && octet.contains(""."")) {
                    if (!isValidInet4Address(octet)) {
                        return false;
                    }
                    validOctets += 2;
                    continue;
                }
                if (octet.length() > IPV6_MAX_HEX_DIGITS_PER_GROUP) {
                    return false;
                }
                int octetInt = 0;
                try {
                    octetInt = Integer.parseInt(octet, BASE_16);
                } catch (NumberFormatException e) {
                    return false;
                }
                if (octetInt < 0 || octetInt > MAX_UNSIGNED_SHORT) {
                    return false;
                }
            }
            validOctets++;
        }
        if (validOctets > IPV6_MAX_HEX_GROUPS || (validOctets < IPV6_MAX_HEX_GROUPS && !containsCompressedZeroes)) {
            return false;
        }
        return true;
    }","  public void test16()  throws Throwable  {
      InetAddressValidator inetAddressValidator0 = new InetAddressValidator();
      boolean boolean0 = inetAddressValidator0.isValidInet6Address(""::5"");
      assertTrue(boolean0);
}","/**
     * Validates an IPv6 address. Returns true if valid.
     * @param inet6Address the IPv6 address to validate
     * @return true if the argument contains a valid IPv6 address
     * 
     * @since 1.4.1
     */"
"    public boolean isValidInet6Address(String inet6Address) {
        String[] parts;
        // remove prefix size. This will appear after the zone id (if any)
        parts = inet6Address.split(""/"", -1);
        if (parts.length > 2) {
            return false; // can only have one prefix specifier
        }
        if (parts.length == 2) {
            if (parts[1].matches(""\\d{1,3}"")) { // Need to eliminate signs
                int bits = Integer.parseInt(parts[1]); // cannot fail because of RE check
                if (bits < 0 || bits > 128) {
                    return false; // out of range
                }
            } else {
                return false; // not a valid number
            }
        }
        // remove zone-id
        parts = parts[0].split(""%"", -1);
        if (parts.length > 2) {
            return false;
        } else if (parts.length == 2){
            // The id syntax is implemenatation independent, but it presumably cannot allow:
            // whitespace, '/' or '%'
            if (!parts[1].matches(""[^\\s/%]+"")) {
                return false; // invalid id
            }
        }
        inet6Address = parts[0];
        boolean containsCompressedZeroes = inet6Address.contains(""::"");
        if (containsCompressedZeroes && (inet6Address.indexOf(""::"") != inet6Address.lastIndexOf(""::""))) {
            return false;
        }
        if ((inet6Address.startsWith("":"") && !inet6Address.startsWith(""::""))
                || (inet6Address.endsWith("":"") && !inet6Address.endsWith(""::""))) {
            return false;
        }
        String[] octets = inet6Address.split("":"");
        if (containsCompressedZeroes) {
            List<String> octetList = new ArrayList<String>(Arrays.asList(octets));
            if (inet6Address.endsWith(""::"")) {
                // String.split() drops ending empty segments
                octetList.add("""");
            } else if (inet6Address.startsWith(""::"") && !octetList.isEmpty()) {
                octetList.remove(0);
            }
            octets = octetList.toArray(new String[octetList.size()]);
        }
        if (octets.length > IPV6_MAX_HEX_GROUPS) {
            return false;
        }
        int validOctets = 0;
        int emptyOctets = 0; // consecutive empty chunks
        for (int index = 0; index < octets.length; index++) {
            String octet = octets[index];
            if (octet.length() == 0) {
                emptyOctets++;
                if (emptyOctets > 1) {
                    return false;
                }
            } else {
                emptyOctets = 0;
                // Is last chunk an IPv4 address?
                if (index == octets.length - 1 && octet.contains(""."")) {
                    if (!isValidInet4Address(octet)) {
                        return false;
                    }
                    validOctets += 2;
                    continue;
                }
                if (octet.length() > IPV6_MAX_HEX_DIGITS_PER_GROUP) {
                    return false;
                }
                int octetInt = 0;
                try {
                    octetInt = Integer.parseInt(octet, BASE_16);
                } catch (NumberFormatException e) {
                    return false;
                }
                if (octetInt < 0 || octetInt > MAX_UNSIGNED_SHORT) {
                    return false;
                }
            }
            validOctets++;
        }
        if (validOctets > IPV6_MAX_HEX_GROUPS || (validOctets < IPV6_MAX_HEX_GROUPS && !containsCompressedZeroes)) {
            return false;
        }
        return true;
    }","  public void test17()  throws Throwable  {
      InetAddressValidator inetAddressValidator0 = new InetAddressValidator();
      boolean boolean0 = inetAddressValidator0.isValidInet6Address("":::;KxS"");
      assertFalse(boolean0);
}","/**
     * Validates an IPv6 address. Returns true if valid.
     * @param inet6Address the IPv6 address to validate
     * @return true if the argument contains a valid IPv6 address
     * 
     * @since 1.4.1
     */"
"    public boolean isValidInet6Address(String inet6Address) {
        String[] parts;
        // remove prefix size. This will appear after the zone id (if any)
        parts = inet6Address.split(""/"", -1);
        if (parts.length > 2) {
            return false; // can only have one prefix specifier
        }
        if (parts.length == 2) {
            if (parts[1].matches(""\\d{1,3}"")) { // Need to eliminate signs
                int bits = Integer.parseInt(parts[1]); // cannot fail because of RE check
                if (bits < 0 || bits > 128) {
                    return false; // out of range
                }
            } else {
                return false; // not a valid number
            }
        }
        // remove zone-id
        parts = parts[0].split(""%"", -1);
        if (parts.length > 2) {
            return false;
        } else if (parts.length == 2){
            // The id syntax is implemenatation independent, but it presumably cannot allow:
            // whitespace, '/' or '%'
            if (!parts[1].matches(""[^\\s/%]+"")) {
                return false; // invalid id
            }
        }
        inet6Address = parts[0];
        boolean containsCompressedZeroes = inet6Address.contains(""::"");
        if (containsCompressedZeroes && (inet6Address.indexOf(""::"") != inet6Address.lastIndexOf(""::""))) {
            return false;
        }
        if ((inet6Address.startsWith("":"") && !inet6Address.startsWith(""::""))
                || (inet6Address.endsWith("":"") && !inet6Address.endsWith(""::""))) {
            return false;
        }
        String[] octets = inet6Address.split("":"");
        if (containsCompressedZeroes) {
            List<String> octetList = new ArrayList<String>(Arrays.asList(octets));
            if (inet6Address.endsWith(""::"")) {
                // String.split() drops ending empty segments
                octetList.add("""");
            } else if (inet6Address.startsWith(""::"") && !octetList.isEmpty()) {
                octetList.remove(0);
            }
            octets = octetList.toArray(new String[octetList.size()]);
        }
        if (octets.length > IPV6_MAX_HEX_GROUPS) {
            return false;
        }
        int validOctets = 0;
        int emptyOctets = 0; // consecutive empty chunks
        for (int index = 0; index < octets.length; index++) {
            String octet = octets[index];
            if (octet.length() == 0) {
                emptyOctets++;
                if (emptyOctets > 1) {
                    return false;
                }
            } else {
                emptyOctets = 0;
                // Is last chunk an IPv4 address?
                if (index == octets.length - 1 && octet.contains(""."")) {
                    if (!isValidInet4Address(octet)) {
                        return false;
                    }
                    validOctets += 2;
                    continue;
                }
                if (octet.length() > IPV6_MAX_HEX_DIGITS_PER_GROUP) {
                    return false;
                }
                int octetInt = 0;
                try {
                    octetInt = Integer.parseInt(octet, BASE_16);
                } catch (NumberFormatException e) {
                    return false;
                }
                if (octetInt < 0 || octetInt > MAX_UNSIGNED_SHORT) {
                    return false;
                }
            }
            validOctets++;
        }
        if (validOctets > IPV6_MAX_HEX_GROUPS || (validOctets < IPV6_MAX_HEX_GROUPS && !containsCompressedZeroes)) {
            return false;
        }
        return true;
    }","  public void test18()  throws Throwable  {
      InetAddressValidator inetAddressValidator0 = new InetAddressValidator();
      boolean boolean0 = inetAddressValidator0.isValidInet6Address(""~%KGE;H[#}vvpP-%"");
      assertFalse(boolean0);
}","/**
     * Validates an IPv6 address. Returns true if valid.
     * @param inet6Address the IPv6 address to validate
     * @return true if the argument contains a valid IPv6 address
     * 
     * @since 1.4.1
     */"
"    public boolean isValid(String inetAddress) {
        return isValidInet4Address(inetAddress) || isValidInet6Address(inetAddress);
    }","  public void test19()  throws Throwable  {
      InetAddressValidator inetAddressValidator0 = new InetAddressValidator();
      boolean boolean0 = inetAddressValidator0.isValid(""O'xES/0"");
      assertFalse(boolean0);
}","/**
     * Checks if the specified string is a valid IP address.
     * @param inetAddress the string to validate
     * @return true if the string validates as an IP address
     */"
"    public boolean isValid(String inetAddress) {
        return isValidInet4Address(inetAddress) || isValidInet6Address(inetAddress);
    }","  public void test20()  throws Throwable  {
      InetAddressValidator inetAddressValidator0 = new InetAddressValidator();
      boolean boolean0 = inetAddressValidator0.isValid(""d::5"");
      assertTrue(boolean0);
}","/**
     * Checks if the specified string is a valid IP address.
     * @param inetAddress the string to validate
     * @return true if the string validates as an IP address
     */"
"    public int getMaxLength() {
        return maxLength;
    }","  public void test0()  throws Throwable  {
      ISBNCheckDigit iSBNCheckDigit0 = (ISBNCheckDigit)ISBNCheckDigit.ISBN_CHECK_DIGIT;
      CodeValidator codeValidator0 = new CodeValidator(""org.apache.commons.validator.routines.CodeValidator"", iSBNCheckDigit0);
      Object object0 = codeValidator0.validate(""org.apache.commons.validator.routines.CodeValidator"");
      assertEquals((-1), codeValidator0.getMaxLength());
}","/**
     * Return the maximum length of the code.
     * <p>
     * <b>N.B.</b> Optional, if less than zero the
     * maximum length will not be checked.
     *
     * @return The maximum length of the code or
     * <code>-1</code> if the code has no maximum length
     */"
"    public Object validate(String input) {

        if (input == null) {
            return null;
        }

        String code = input.trim();
        if (code.length() == 0) {
            return null;
        }

        // validate/reformat using regular expression
        if (regexValidator != null) {
            code = regexValidator.validate(code);
            if (code == null) {
                return null;
            }
        }

        // check the length (must be done after validate as that can change the code)
        if ((minLength >= 0 && code.length() < minLength) ||
            (maxLength >= 0 && code.length() > maxLength)) {
            return null;
        }

        // validate the check digit
        if (checkdigit != null && !checkdigit.isValid(code)) {
            return null;
        }

        return code;

    }","  public void test1()  throws Throwable  {
      ISBNCheckDigit iSBNCheckDigit0 = (ISBNCheckDigit)ISBNCheckDigit.ISBN_CHECK_DIGIT;
      CodeValidator codeValidator0 = new CodeValidator(""org.apache.commons.validator.routines.CodeValidator"", iSBNCheckDigit0);
      Object object0 = codeValidator0.validate(""org.apache.commons.validator.routines.CodeValidator"");
      assertNull(object0);
}","/**
     * Validate the code returning either the valid code or
     * <code>null</code> if invalid.
     * <p>
     * Note that this method trims the input
     * and if there is a {@link RegexValidator} it may also
     * change the input as part of the validation.
     *
     * @param input The code to validate
     * @return The code if valid, otherwise <code>null</code>
     * if invalid
     */"
"    public int getMinLength() {
        return minLength;
    }","  public void test2()  throws Throwable  {
      ISBNCheckDigit iSBNCheckDigit0 = (ISBNCheckDigit)ISBNCheckDigit.ISBN_CHECK_DIGIT;
      CodeValidator codeValidator0 = new CodeValidator(""org.apache.commons.validator.routines.CodeValidator"", iSBNCheckDigit0);
      Object object0 = codeValidator0.validate(""org.apache.commons.validator.routines.CodeValidator"");
      assertEquals((-1), codeValidator0.getMinLength());
}","/**
     * Return the minimum length of the code.
     * <p>
     * <b>N.B.</b> Optional, if less than zero the
     * minimum length will not be checked.
     *
     * @return The minimum length of the code or
     * <code>-1</code> if the code has no minimum length
     */"
"    public boolean isValid(String input) {
        return (validate(input) != null);
    }","  public void test3()  throws Throwable  {
      RegexValidator regexValidator0 = new RegexValidator(""org.apache.commons.validator.routines.checkdigit.ISBNCheckDigit"");
      ABANumberCheckDigit aBANumberCheckDigit0 = new ABANumberCheckDigit();
      CodeValidator codeValidator0 = new CodeValidator(regexValidator0, aBANumberCheckDigit0);
      boolean boolean0 = codeValidator0.isValid(""' out of range 0 to "");
      assertFalse(boolean0);
}","/**
     * Validate the code returning either <code>true</code>
     * or <code>false</code>.
     * <p>
     * This calls {@link #validate(String)} and returns false
     * if the return value is null, true otherwise.
     * <p>
     * Note that {@link #validate(String)} trims the input
     * and if there is a {@link RegexValidator} it may also
     * change the input as part of the validation.
     *
     * @param input The code to validate
     * @return <code>true</code> if valid, otherwise
     * <code>false</code>
     */"
"    public int getMaxLength() {
        return maxLength;
    }","  public void test4()  throws Throwable  {
      RegexValidator regexValidator0 = new RegexValidator(""org.apache.commons.validator.routines.checkdigit.ISBNCheckDigit"");
      ABANumberCheckDigit aBANumberCheckDigit0 = new ABANumberCheckDigit();
      CodeValidator codeValidator0 = new CodeValidator(regexValidator0, aBANumberCheckDigit0);
      boolean boolean0 = codeValidator0.isValid(""' out of range 0 to "");
      assertEquals((-1), codeValidator0.getMaxLength());
}","/**
     * Return the maximum length of the code.
     * <p>
     * <b>N.B.</b> Optional, if less than zero the
     * maximum length will not be checked.
     *
     * @return The maximum length of the code or
     * <code>-1</code> if the code has no maximum length
     */"
"    public int getMinLength() {
        return minLength;
    }","  public void test5()  throws Throwable  {
      RegexValidator regexValidator0 = new RegexValidator(""org.apache.commons.validator.routines.checkdigit.ISBNCheckDigit"");
      ABANumberCheckDigit aBANumberCheckDigit0 = new ABANumberCheckDigit();
      CodeValidator codeValidator0 = new CodeValidator(regexValidator0, aBANumberCheckDigit0);
      boolean boolean0 = codeValidator0.isValid(""' out of range 0 to "");
      assertEquals((-1), codeValidator0.getMinLength());
}","/**
     * Return the minimum length of the code.
     * <p>
     * <b>N.B.</b> Optional, if less than zero the
     * minimum length will not be checked.
     *
     * @return The minimum length of the code or
     * <code>-1</code> if the code has no minimum length
     */"
"    public RegexValidator getRegexValidator() {
        return regexValidator;
    }","  public void test6()  throws Throwable  {
      CodeValidator codeValidator0 = new CodeValidator(""53Lk+a-,}Ir"", (CheckDigit) null);
      RegexValidator regexValidator0 = codeValidator0.getRegexValidator();
      assertNotNull(regexValidator0);
}","/**
     * Return the <i>regular expression</i> validator.
     * <p>
     * <b>N.B.</b> Optional, if not set no regular
     * expression validation will be performed on the code.
     *
     * @return The regular expression validator
     */"
"    public int getMaxLength() {
        return maxLength;
    }","  public void test7()  throws Throwable  {
      CodeValidator codeValidator0 = new CodeValidator(""53Lk+a-,}Ir"", (CheckDigit) null);
      RegexValidator regexValidator0 = codeValidator0.getRegexValidator();
      assertEquals((-1), codeValidator0.getMaxLength());
}","/**
     * Return the maximum length of the code.
     * <p>
     * <b>N.B.</b> Optional, if less than zero the
     * maximum length will not be checked.
     *
     * @return The maximum length of the code or
     * <code>-1</code> if the code has no maximum length
     */"
